id_usuario,tipo,nombre_empresa,documento_nit,telefono,correo,direccion
223,Proveedor,Suministros Globales & Cía,944120046-2,3136469119.0,suministrosg@hotmail.com,"Diagonal 15 #34-86, Bucaramanga"
224,Cliente,Inversiones Omega & Cía,964096855-6,3172916496.0,inversioneso@empresa.co,"Avenida 109 #59-80, Cali"
225,Proveedor,Grupo Comercial Xyz & Cía,980418176-2,3132977390.0,grupocomerci@hotmail.com,"Avenida 15 #24-48, Cali"
226,Proveedor,Almacenes Progreso & Cía,Sin documento,3144116429.0,almacenespro@outlook.com,"Transversal 89 #83-23, Cúcuta"
227,Proveedor,Grupo Comercial Xyz Sas,884444429-7,3171899447.0,grupocomerci@empresa.co,"Calle 63 #18-25, Manizales"
228,Cliente,Servicios Y Bienes Sa Corp,909826165-7,3148446596.0,serviciosybi@outlook.com,Sin dirección
229,Cliente,Abastecedores Nacionales Sas,845153252-7,3179309978.0,abastecedore@yahoo.com,"Transversal 15 #74-15, Cartagena"
230,Proveedor,Soluciones Empresariales & Cía,992999788-7,3164666525.0,solucionesem@outlook.com,Sin dirección
231,Cliente,Comercial Del Norte Ltda,893570418-1,3152969410.0,comercialdel@hotmail.com,"Carrera 104 #95-76, Pereira"
232,Cliente,Globaltrade Colombia Corp,844555351-9,3104466502.0,globaltradec@hotmail.com,"Calle 73 #45-69, Cartagena"
233,Cliente,Techsupply Sas Sa,877667300-9,3129630451.0,techsupplysa@gmail.com,"Carrera 97 #53-8, Cartagena"
234,Proveedor,Proveedores Unidos Corp,867022224-2,3196403886.0,proveedoresu@hotmail.com,"Diagonal 63 #19-74, Cartagena"
235,Proveedor,Distribuidora Latina Ltda,970088157-1,3149650558.0,Sin correo,"Avenida 59 #63-42, Ibagué"
236,Cliente,Suministros Globales Corp,970413711-5,3212062512.0,suministrosg@yahoo.com,Sin dirección
237,Cliente,Grupo Comercial Xyz Sa,951972614-7,3206766993.0,grupocomerci@gmail.com,"Calle 13 #81-59, Medellín"
238,Proveedor,Red De Proveedores Ltda,914836500-3,3193213134.0,reddeproveed@empresa.co,Sin dirección
239,Proveedor,Soluciones Empresariales Corp,813901540-6,3186125594.0,Sin correo,"Diagonal 84 #12-91, Bogotá"
240,Proveedor,Corporación Integral,959364627-3,3168466983.0,corporacióni@gmail.com,"Calle 90 #44-16, Manizales"
241,Proveedor,Corporación Integral,902829551-1,3192718442.0,corporacióni@gmail.com,"Avenida 48 #39-18, Manizales"
242,Proveedor,Proveedores Unidos Corp,818364100-8,3171142182.0,proveedoresu@yahoo.com,"Carrera 57 #45-93, Barranquilla"
243,Cliente,Proveedores Unidos Ltda,858316175-1,3502685524.0,proveedoresu@hotmail.com,"Calle 76 #94-50, Pereira"
244,Proveedor,Inversiones Omega Sas,Sin documento,3115780177.0,inversioneso@gmail.com,"Avenida 27 #67-78, Cúcuta"
245,Proveedor,Distribuidora Latina Sa,864247630-7,3142891524.0,distribuidor@hotmail.com,"Diagonal 82 #77-10, Cúcuta"
246,Cliente,Distribuciones Andinas Sa,835428885-6,3218060918.0,distribucion@empresa.co,"Transversal 88 #23-98, Bucaramanga"
247,Proveedor,Suministros Globales,803702644-4,3111668183.0,suministrosg@gmail.com,"Diagonal 65 #37-81, Cúcuta"
248,Cliente,Almacenes Progreso Corp,822126547-8,3163561552.0,almacenespro@empresa.co,"Calle 40 #11-66, Barranquilla"
249,Cliente,Proveedores Unidos & Cía,904886188-9,Sin teléfono,proveedoresu@empresa.co,"Diagonal 94 #31-8, Barranquilla"
250,Cliente,Almacenes Progreso,Sin documento,3006189026.0,almacenespro@hotmail.com,"Calle 2 #91-18, Medellín"
251,Cliente,Soluciones Empresariales & Cía,844818776-5,Sin teléfono,solucionesem@gmail.com,"Calle 43 #55-35, Cúcuta"
252,Proveedor,Nexo Comercial Corp,Sin documento,3167041876.0,nexocomercia@gmail.com,"Diagonal 110 #73-22, Pereira"
253,Proveedor,Importadora Del Valle & Cía,861311844-8,3001738833.0,importadorad@gmail.com,"Carrera 6 #61-47, Manizales"
254,Proveedor,Techsupply Sas,860267871-5,3117983626.0,techsupplysa@empresa.co,"Avenida 106 #10-74, Pereira"
255,Proveedor,Techsupply Sas Sas,907622445-1,3508802985.0,Sin correo,"Avenida 42 #12-71, Bucaramanga"
256,Cliente,Logística Express Sa,998528416-9,3118783398.0,logísticaexp@empresa.co,"Transversal 64 #99-26, Cúcuta"
257,Proveedor,Mercantil Del Sur Sas,910068230-0,3116812025.0,mercantildel@gmail.com,"Avenida 1 #98-85, Manizales"
258,Proveedor,Grupo Comercial Xyz,942220992-3,3149254874.0,grupocomerci@gmail.com,"Carrera 92 #36-12, Medellín"
259,Cliente,Servicios Y Bienes Sa Ltda,923066388-1,3172603516.0,serviciosybi@yahoo.com,"Carrera 82 #51-10, Ibagué"
260,Proveedor,Almacenes Progreso Corp,863557928-4,Sin teléfono,almacenespro@outlook.com,"Avenida 41 #58-35, Barranquilla"
261,Proveedor,Logística Express Sas,841717702-1,3108542478.0,logísticaexp@outlook.com,"Avenida 53 #16-69, Pereira"
262,Cliente,Logística Express Ltda,924378654-4,3213011815.0,Sin correo,"Carrera 104 #88-39, Ibagué"
263,Proveedor,Inversiones Omega Sas,990899861-3,3137647878.0,Sin correo,"Calle 87 #39-34, Cali"
264,Proveedor,Distribuidora Latina Ltda,825427623-7,3013345338.0,distribuidor@gmail.com,"Calle 8 #29-17, Barranquilla"
265,Proveedor,Soluciones Empresariales Corp,956316354-9,Sin teléfono,solucionesem@gmail.com,"Calle 26 #83-57, Cali"
266,Proveedor,Inversiones Omega,Sin documento,3108267158.0,inversioneso@outlook.com,"Diagonal 4 #49-88, Manizales"
267,Cliente,Logística Express Sas,875122884-7,3503493621.0,logísticaexp@gmail.com,"Transversal 80 #79-32, Cartagena"
268,Proveedor,Cadena De Valor Sas Ltda,823547574-4,3143302438.0,cadenadevalo@outlook.com,"Carrera 83 #68-32, Cúcuta"
269,Cliente,Distribuidora Latina Corp,Sin documento,3209131572.0,distribuidor@empresa.co,"Transversal 65 #42-50, Cartagena"
270,Cliente,Inversiones Omega & Cía,807866087-4,3008913550.0,inversioneso@yahoo.com,"Avenida 99 #75-30, Cali"
271,Proveedor,Abastecedores Nacionales & Cía,858897848-9,3217516648.0,abastecedore@empresa.co,"Carrera 23 #31-76, Pereira"
272,Proveedor,Soluciones Empresariales & Cía,Sin documento,3173384080.0,solucionesem@yahoo.com,"Carrera 108 #64-70, Cartagena"
273,Proveedor,Comercial Del Norte,862444356-9,3111334336.0,comercialdel@yahoo.com,"Diagonal 1 #43-79, Barranquilla"
274,Proveedor,Inversiones Omega Corp,886862711-0,3003478196.0,inversioneso@yahoo.com,"Carrera 100 #15-68, Pereira"
275,Cliente,Soluciones Empresariales Corp,957307651-1,3136062779.0,solucionesem@empresa.co,"Carrera 21 #94-56, Bucaramanga"
276,Cliente,Techsupply Sas Corp,Sin documento,3213941912.0,techsupplysa@outlook.com,"Avenida 94 #89-38, Cali"
277,Proveedor,Distribuciones Andinas Corp,952332493-0,3106338793.0,distribucion@yahoo.com,"Carrera 82 #73-14, Bucaramanga"
278,Cliente,Mercantil Del Sur Sa,845066935-1,3216632941.0,mercantildel@outlook.com,"Calle 34 #27-32, Bogotá"
279,Proveedor,Importadora Del Valle Corp,812924484-6,3158040612.0,importadorad@hotmail.com,"Diagonal 64 #49-45, Cúcuta"
280,Proveedor,Corporación Integral & Cía,843662774-7,3011560573.0,corporacióni@empresa.co,"Calle 41 #34-14, Bogotá"
281,Proveedor,Distribuidora Latina Sas,Sin documento,3139098979.0,distribuidor@gmail.com,"Diagonal 84 #22-78, Manizales"
282,Proveedor,Importadora Del Valle Sa,850998510-6,3195450404.0,importadorad@empresa.co,"Avenida 31 #13-7, Manizales"
283,Proveedor,Corporación Integral Sas,896859277-0,3142470159.0,corporacióni@empresa.co,"Transversal 62 #26-13, Medellín"
284,Cliente,Grupo Comercial Xyz,831006691-4,3207668395.0,grupocomerci@outlook.com,"Diagonal 115 #85-34, Bogotá"
285,Cliente,Distribuidora Latina Sas,902393412-5,3108478868.0,distribuidor@gmail.com,"Avenida 57 #60-34, Barranquilla"
286,Proveedor,Nexo Comercial,986957497-1,Sin teléfono,nexocomercia@yahoo.com,"Diagonal 97 #76-30, Cúcuta"
287,Cliente,Distribuidora Latina & Cía,943751054-7,3174953417.0,distribuidor@outlook.com,"Avenida 11 #51-92, Medellín"
288,Proveedor,Servicios Y Bienes Sa & Cía,832287918-7,3103804559.0,serviciosybi@hotmail.com,"Carrera 17 #6-55, Bogotá"
289,Proveedor,Almacenes Progreso Sas,959731889-4,3132124274.0,almacenespro@gmail.com,"Diagonal 72 #51-71, Pereira"
290,Proveedor,Servicios Y Bienes Sa Ltda,988015446-9,3179767135.0,serviciosybi@outlook.com,"Calle 54 #20-19, Ibagué"
291,Proveedor,Importadora Del Valle,876797465-8,3506769167.0,importadorad@outlook.com,"Avenida 50 #84-63, Ibagué"
292,Cliente,Comercial Del Norte Sas,908172499-2,3177739741.0,Sin correo,"Diagonal 114 #43-89, Barranquilla"
293,Cliente,Corporación Integral Sa,805431225-5,3216084418.0,corporacióni@empresa.co,"Avenida 108 #63-90, Bogotá"
294,Cliente,Mercantil Del Sur Sas,999641794-7,3206383277.0,mercantildel@empresa.co,"Diagonal 78 #83-12, Barranquilla"
295,Cliente,Almacenes Progreso Corp,938647292-5,3211942977.0,almacenespro@yahoo.com,"Carrera 9 #40-91, Cúcuta"
296,Proveedor,Servicios Y Bienes Sa & Cía,846637267-3,3504367636.0,serviciosybi@gmail.com,"Carrera 5 #59-7, Pereira"
297,Cliente,Abastecedores Nacionales Sa,Sin documento,3183078241.0,abastecedore@gmail.com,"Carrera 48 #63-77, Bucaramanga"
298,Cliente,Corporación Integral & Cía,892408639-2,3215339593.0,corporacióni@gmail.com,"Avenida 4 #50-7, Cali"
299,Proveedor,Logística Express Sas,981917432-3,3127870390.0,logísticaexp@yahoo.com,"Calle 111 #99-88, Medellín"
300,Proveedor,Proveedores Unidos Corp,961367812-0,3115234408.0,proveedoresu@yahoo.com,"Avenida 92 #91-83, Cartagena"
301,Cliente,Distribuidora Latina Sa,867645389-3,3156069153.0,distribuidor@yahoo.com,"Transversal 51 #75-14, Medellín"
302,Cliente,Soluciones Empresariales & Cía,880121521-1,3152071008.0,solucionesem@empresa.co,"Avenida 82 #42-36, Cartagena"
303,Proveedor,Grupo Comercial Xyz Sas,938859939-3,3501952520.0,grupocomerci@yahoo.com,"Diagonal 85 #41-88, Cali"
304,Cliente,Corporación Integral Sa,912357871-6,3141592554.0,corporacióni@yahoo.com,"Transversal 105 #25-44, Barranquilla"
305,Cliente,Corporación Integral Corp,936181295-4,3213851902.0,corporacióni@yahoo.com,"Carrera 38 #13-61, Cali"
306,Cliente,Cadena De Valor Sas Sas,975673463-1,3116960666.0,cadenadevalo@hotmail.com,"Avenida 54 #43-48, Cartagena"
307,Cliente,Red De Proveedores,814408797-9,3172194801.0,reddeproveed@outlook.com,"Carrera 65 #16-88, Manizales"
308,Proveedor,Almacenes Progreso,836873704-3,3137865099.0,almacenespro@yahoo.com,"Diagonal 19 #41-92, Cali"
309,Proveedor,Corporación Integral Sa,884131448-0,3008584194.0,corporacióni@empresa.co,"Carrera 98 #22-74, Cali"
310,Cliente,Suministros Globales Sas,970050516-6,3148197852.0,suministrosg@outlook.com,"Diagonal 1 #5-69, Barranquilla"
311,Proveedor,Distribuciones Andinas Sa,804809323-0,3185174559.0,distribucion@hotmail.com,"Avenida 40 #17-14, Manizales"
312,Proveedor,Grupo Comercial Xyz Sas,812272427-4,3128649174.0,grupocomerci@yahoo.com,"Transversal 68 #44-56, Cali"
313,Proveedor,Corporación Integral Sa,844260579-6,3004832222.0,corporacióni@hotmail.com,"Carrera 28 #94-3, Ibagué"
314,Proveedor,Importadora Del Valle Sa,900714951-4,3209971338.0,importadorad@yahoo.com,"Calle 77 #7-85, Bogotá"
315,Proveedor,Distribuciones Andinas,911877339-7,3143073581.0,distribucion@yahoo.com,"Avenida 61 #90-20, Barranquilla"
316,Cliente,Distribuciones Andinas Sa,977614233-1,3189729340.0,distribucion@empresa.co,"Transversal 78 #90-18, Manizales"
317,Proveedor,Importadora Del Valle & Cía,875888520-1,3202782809.0,importadorad@outlook.com,"Carrera 78 #26-34, Cúcuta"
318,Cliente,Soluciones Empresariales Corp,879282735-2,3009327450.0,solucionesem@hotmail.com,"Diagonal 43 #31-1, Medellín"
319,Cliente,Importadora Del Valle & Cía,840035669-1,3209584991.0,importadorad@gmail.com,"Calle 116 #33-83, Barranquilla"
320,Cliente,Grupo Comercial Xyz Sa,813443300-1,3213931009.0,grupocomerci@gmail.com,"Avenida 47 #87-41, Manizales"
321,Proveedor,Importadora Del Valle,837149975-2,3136998314.0,importadorad@outlook.com,"Transversal 35 #94-12, Pereira"
322,Cliente,Techsupply Sas,907441351-7,3127471232.0,techsupplysa@outlook.com,"Diagonal 84 #22-15, Cali"
323,Proveedor,Comercial Del Norte Sas,911676588-9,3158351152.0,comercialdel@hotmail.com,"Transversal 49 #46-79, Medellín"
324,Cliente,Proveedores Unidos Ltda,830316423-6,3151771287.0,proveedoresu@gmail.com,"Avenida 84 #41-2, Cúcuta"
325,Proveedor,Nexo Comercial Corp,979809974-5,3169776214.0,nexocomercia@yahoo.com,"Calle 56 #85-94, Barranquilla"
326,Proveedor,Distribuidora Latina Sas,803125894-2,3168873361.0,distribuidor@outlook.com,"Carrera 10 #97-63, Pereira"
327,Proveedor,Abastecedores Nacionales,947772528-6,3144942645.0,abastecedore@gmail.com,"Diagonal 57 #74-58, Bogotá"
328,Proveedor,Red De Proveedores Sa,933512640-0,3017768594.0,reddeproveed@outlook.com,"Calle 72 #71-1, Bogotá"
329,Cliente,Globaltrade Colombia Corp,936455873-8,3118653898.0,globaltradec@empresa.co,"Avenida 106 #7-29, Bucaramanga"
330,Cliente,Globaltrade Colombia & Cía,992376434-5,3198592234.0,globaltradec@gmail.com,"Calle 98 #85-29, Medellín"
331,Cliente,Grupo Comercial Xyz & Cía,988467474-1,3003754070.0,grupocomerci@outlook.com,"Carrera 106 #92-96, Manizales"
333,Proveedor,Red De Proveedores Corp,933903294-0,3161814896.0,reddeproveed@yahoo.com,"Diagonal 108 #75-62, Cúcuta"
334,Proveedor,Techsupply Sas Corp,996090666-2,3017499587.0,techsupplysa@yahoo.com,"Transversal 113 #42-65, Manizales"
335,Proveedor,Globaltrade Colombia Corp,873442834-6,3135935413.0,globaltradec@outlook.com,Sin dirección
336,Proveedor,Cadena De Valor Sas Sa,853925752-3,3175875114.0,cadenadevalo@empresa.co,"Carrera 91 #84-23, Cúcuta"
338,Proveedor,Proveedores Unidos,853660896-4,3203700047.0,proveedoresu@empresa.co,"Avenida 19 #8-89, Cartagena"
339,Cliente,Cadena De Valor Sas,921492412-1,3174763253.0,cadenadevalo@yahoo.com,"Diagonal 31 #66-90, Cartagena"
340,Cliente,Comercial Del Norte Ltda,911821147-5,3161902651.0,comercialdel@gmail.com,"Avenida 26 #80-57, Barranquilla"
341,Proveedor,Soluciones Empresariales & Cía,994592758-3,3128529864.0,solucionesem@hotmail.com,"Calle 24 #23-95, Cúcuta"
342,Cliente,Almacenes Progreso Sa,Sin documento,3175278461.0,almacenespro@gmail.com,"Avenida 60 #91-20, Medellín"
343,Proveedor,Inversiones Omega & Cía,967870585-9,3216052539.0,inversioneso@outlook.com,"Transversal 71 #46-10, Pereira"
344,Proveedor,Techsupply Sas & Cía,935597580-2,3147768215.0,techsupplysa@gmail.com,"Avenida 29 #28-85, Pereira"
345,Cliente,Grupo Comercial Xyz Sas,950682131-0,3016805039.0,grupocomerci@outlook.com,"Carrera 116 #83-79, Ibagué"
346,Cliente,Comercial Del Norte Corp,902373929-1,3145304875.0,comercialdel@yahoo.com,"Avenida 4 #67-99, Pereira"
347,Cliente,Servicios Y Bienes Sa Ltda,811771340-4,3504229821.0,serviciosybi@empresa.co,"Transversal 11 #13-22, Cúcuta"
348,Proveedor,Suministros Globales Sas,983987052-6,3212743602.0,suministrosg@hotmail.com,"Transversal 107 #90-95, Manizales"
349,Proveedor,Suministros Globales Corp,806376132-7,3196565260.0,suministrosg@gmail.com,"Calle 10 #7-23, Cartagena"
350,Cliente,Nexo Comercial Sas,909423090-6,3157785511.0,nexocomercia@outlook.com,"Avenida 3 #50-87, Bogotá"
351,Proveedor,Globaltrade Colombia,988141586-1,Sin teléfono,globaltradec@gmail.com,"Avenida 101 #88-39, Ibagué"
352,Cliente,Red De Proveedores Ltda,977361524-0,3153622672.0,reddeproveed@yahoo.com,Sin dirección
353,Cliente,Proveedores Unidos Sa,802993111-8,3213371859.0,proveedoresu@gmail.com,"Calle 1 #74-77, Manizales"
354,Proveedor,Suministros Globales Sa,999026229-5,3117923193.0,suministrosg@yahoo.com,"Carrera 21 #24-29, Ibagué"
355,Proveedor,Logística Express,980114260-9,3211912484.0,logísticaexp@yahoo.com,"Diagonal 83 #71-10, Cartagena"
356,Proveedor,Abastecedores Nacionales,994773882-9,3156550757.0,abastecedore@empresa.co,Sin dirección
357,Cliente,Suministros Globales Sas,930422381-7,3136128383.0,suministrosg@yahoo.com,"Carrera 73 #73-47, Pereira"
358,Cliente,Techsupply Sas,866082135-3,3198316947.0,techsupplysa@empresa.co,"Avenida 18 #87-94, Pereira"
359,Cliente,Red De Proveedores Ltda,Sin documento,3162825908.0,reddeproveed@hotmail.com,"Transversal 11 #36-18, Cúcuta"
360,Proveedor,Suministros Globales Corp,805001030-8,3181523352.0,suministrosg@yahoo.com,"Transversal 52 #99-76, Barranquilla"
361,Cliente,Cadena De Valor Sas Sa,975532129-2,3137585029.0,cadenadevalo@hotmail.com,"Transversal 94 #38-18, Bucaramanga"
362,Cliente,Suministros Globales Ltda,Sin documento,3185007754.0,suministrosg@yahoo.com,"Carrera 97 #66-18, Bucaramanga"
363,Proveedor,Nexo Comercial & Cía,997546969-7,3131678132.0,nexocomercia@hotmail.com,"Diagonal 30 #9-34, Pereira"
364,Cliente,Logística Express & Cía,904177951-7,3508627651.0,logísticaexp@gmail.com,"Calle 84 #42-14, Cúcuta"
365,Cliente,Abastecedores Nacionales Corp,955325193-8,3173916715.0,abastecedore@outlook.com,"Diagonal 47 #76-84, Bogotá"
366,Cliente,Distribuidora Latina Sas,894730336-5,3159088465.0,distribuidor@yahoo.com,"Calle 65 #18-57, Cali"
367,Cliente,Servicios Y Bienes Sa Corp,856778690-2,3103640018.0,serviciosybi@empresa.co,"Transversal 92 #16-85, Barranquilla"
368,Proveedor,Inversiones Omega Corp,929256141-7,3154535025.0,Sin correo,"Carrera 83 #53-3, Barranquilla"
369,Proveedor,Nexo Comercial & Cía,836164710-8,3003463987.0,nexocomercia@gmail.com,"Carrera 34 #24-67, Manizales"
370,Proveedor,Nexo Comercial Corp,993152007-4,3014633834.0,nexocomercia@outlook.com,"Transversal 61 #62-22, Barranquilla"
371,Proveedor,Globaltrade Colombia Sas,967292126-8,3123813903.0,globaltradec@empresa.co,"Diagonal 77 #76-9, Barranquilla"
372,Proveedor,Proveedores Unidos,854317525-8,3219461748.0,proveedoresu@outlook.com,"Carrera 78 #13-23, Bucaramanga"
373,Proveedor,Globaltrade Colombia,825015490-7,3183186555.0,globaltradec@yahoo.com,"Transversal 106 #1-87, Manizales"
374,Cliente,Soluciones Empresariales,861602246-7,Sin teléfono,solucionesem@empresa.co,"Transversal 103 #95-98, Ibagué"
375,Cliente,Proveedores Unidos Sa,862414702-1,3127855954.0,proveedoresu@empresa.co,"Carrera 1 #91-96, Medellín"
376,Proveedor,Importadora Del Valle & Cía,900671316-3,3196299951.0,importadorad@outlook.com,Sin dirección
377,Cliente,Cadena De Valor Sas Ltda,964250468-4,3187668174.0,cadenadevalo@hotmail.com,"Diagonal 71 #72-62, Cali"
379,Proveedor,Inversiones Omega & Cía,843147781-6,Sin teléfono,inversioneso@gmail.com,"Carrera 61 #77-56, Bogotá"
380,Proveedor,Mercantil Del Sur Sa,963484940-0,Sin teléfono,mercantildel@outlook.com,"Transversal 84 #67-37, Ibagué"
381,Cliente,Techsupply Sas Corp,917835662-0,3119693169.0,techsupplysa@empresa.co,"Carrera 5 #77-66, Cúcuta"
382,Proveedor,Globaltrade Colombia Sas,896566971-3,3181004819.0,globaltradec@hotmail.com,"Calle 36 #52-46, Manizales"
383,Proveedor,Logística Express & Cía,997816942-1,3502512732.0,logísticaexp@yahoo.com,"Avenida 93 #72-75, Pereira"
384,Proveedor,Abastecedores Nacionales Sas,922073441-6,Sin teléfono,abastecedore@empresa.co,"Carrera 53 #65-14, Cúcuta"
385,Proveedor,Grupo Comercial Xyz Sa,937784344-4,3505196677.0,grupocomerci@outlook.com,"Diagonal 73 #62-99, Barranquilla"
386,Cliente,Red De Proveedores Corp,957525043-0,3152950658.0,reddeproveed@empresa.co,"Calle 49 #82-29, Barranquilla"
387,Proveedor,Almacenes Progreso Sa,988124547-4,3115819919.0,almacenespro@gmail.com,"Diagonal 87 #96-44, Bogotá"
388,Cliente,Techsupply Sas Ltda,894902114-3,3505514342.0,techsupplysa@hotmail.com,"Carrera 64 #95-26, Barranquilla"
389,Proveedor,Abastecedores Nacionales Sas,854429732-3,3216973148.0,abastecedore@hotmail.com,"Calle 16 #11-87, Bucaramanga"
390,Cliente,Cadena De Valor Sas,899642311-9,3139260100.0,cadenadevalo@yahoo.com,Sin dirección
391,Proveedor,Mercantil Del Sur & Cía,814535288-8,3208099712.0,mercantildel@outlook.com,"Transversal 5 #65-45, Manizales"
393,Proveedor,Globaltrade Colombia Sa,947253866-4,3115519920.0,globaltradec@outlook.com,"Transversal 44 #47-24, Bucaramanga"
394,Cliente,Almacenes Progreso Corp,897999875-6,3128561977.0,almacenespro@hotmail.com,"Transversal 17 #74-88, Barranquilla"
395,Cliente,Abastecedores Nacionales Sas,902242605-3,3103509000.0,abastecedore@outlook.com,"Calle 23 #54-64, Cali"
396,Cliente,Servicios Y Bienes Sa & Cía,930626115-4,3121800429.0,serviciosybi@outlook.com,"Calle 89 #21-8, Barranquilla"
397,Proveedor,Corporación Integral Corp,920756982-5,3127055937.0,corporacióni@empresa.co,"Transversal 72 #33-45, Medellín"
398,Proveedor,Soluciones Empresariales Corp,954848000-9,3183928275.0,solucionesem@empresa.co,"Avenida 42 #87-66, Bucaramanga"
399,Cliente,Red De Proveedores,964729114-4,3153430151.0,reddeproveed@hotmail.com,"Avenida 54 #81-79, Ibagué"
400,Proveedor,Suministros Globales,892241265-3,3136316334.0,suministrosg@empresa.co,"Avenida 78 #83-51, Cartagena"
401,Cliente,Soluciones Empresariales Corp,911129342-2,3101387572.0,solucionesem@hotmail.com,"Carrera 85 #33-96, Bogotá"
402,Proveedor,Distribuidora Latina,817124141-7,3161903041.0,distribuidor@gmail.com,Sin dirección
403,Cliente,Proveedores Unidos,883046053-3,3115767670.0,Sin correo,"Carrera 17 #68-22, Medellín"
404,Cliente,Soluciones Empresariales Sa,925411293-8,3505570355.0,solucionesem@yahoo.com,"Diagonal 18 #90-70, Cali"
405,Cliente,Red De Proveedores Corp,940515171-8,3126824517.0,reddeproveed@outlook.com,"Transversal 30 #12-57, Cartagena"
406,Cliente,Abastecedores Nacionales Sas,802833556-0,3163286742.0,abastecedore@empresa.co,"Avenida 61 #69-2, Bucaramanga"
407,Proveedor,Corporación Integral Sa,915544099-4,3174879150.0,corporacióni@gmail.com,"Transversal 48 #25-53, Cúcuta"
408,Cliente,Mercantil Del Sur Sas,901564718-3,3122328918.0,mercantildel@outlook.com,Sin dirección
409,Cliente,Cadena De Valor Sas Sa,850466032-1,3103292170.0,cadenadevalo@empresa.co,Sin dirección
411,Proveedor,Distribuciones Andinas Sas,840448846-0,3154643811.0,distribucion@empresa.co,"Diagonal 40 #64-48, Bucaramanga"
412,Proveedor,Comercial Del Norte Sa,839215153-0,3127583744.0,comercialdel@gmail.com,"Transversal 61 #24-25, Cartagena"
413,Proveedor,Distribuciones Andinas,903293398-7,3111562209.0,distribucion@hotmail.com,"Diagonal 95 #99-13, Cúcuta"
414,Cliente,Logística Express Ltda,982923278-4,3506420100.0,logísticaexp@hotmail.com,Sin dirección
415,Cliente,Grupo Comercial Xyz Sas,813982134-3,3014958849.0,grupocomerci@outlook.com,"Avenida 2 #22-36, Ibagué"
416,Cliente,Distribuciones Andinas,984792723-9,3107231035.0,distribucion@gmail.com,"Carrera 21 #64-12, Ibagué"
417,Cliente,Comercial Del Norte,973026756-2,3199998515.0,comercialdel@gmail.com,"Carrera 63 #30-41, Cúcuta"
418,Proveedor,Soluciones Empresariales Ltda,805731856-6,3133260430.0,solucionesem@empresa.co,Sin dirección
419,Proveedor,Corporación Integral Sas,945927029-5,3138858359.0,corporacióni@empresa.co,"Transversal 118 #71-21, Bogotá"
420,Cliente,Red De Proveedores Sa,945386240-5,3151012076.0,reddeproveed@yahoo.com,"Diagonal 94 #24-3, Ibagué"
421,Cliente,Globaltrade Colombia Sas,Sin documento,3187501017.0,globaltradec@hotmail.com,"Transversal 88 #64-99, Cúcuta"
422,Cliente,Grupo Comercial Xyz Sa,972041338-5,3012614912.0,grupocomerci@yahoo.com,"Calle 6 #17-23, Medellín"
423,Proveedor,Corporación Integral Sas,808540851-9,3187519606.0,Sin correo,"Transversal 80 #90-76, Cartagena"
424,Proveedor,Mercantil Del Sur & Cía,803512774-3,3189244416.0,mercantildel@gmail.com,"Diagonal 103 #82-8, Pereira"
425,Cliente,Almacenes Progreso Sa,965606779-4,3161682046.0,almacenespro@gmail.com,"Avenida 10 #28-67, Bogotá"
426,Proveedor,Cadena De Valor Sas Ltda,851840107-8,3185173551.0,cadenadevalo@yahoo.com,"Carrera 72 #96-72, Manizales"
427,Cliente,Nexo Comercial Sa,988589440-6,3502746548.0,nexocomercia@hotmail.com,"Carrera 71 #52-65, Pereira"
428,Cliente,Cadena De Valor Sas & Cía,894576273-5,3166446792.0,cadenadevalo@empresa.co,"Diagonal 98 #82-56, Pereira"
429,Proveedor,Nexo Comercial & Cía,900680227-8,3505262908.0,nexocomercia@empresa.co,"Diagonal 58 #51-1, Medellín"
430,Proveedor,Globaltrade Colombia,881025002-0,3124722641.0,globaltradec@hotmail.com,"Avenida 3 #99-89, Cartagena"
431,Proveedor,Servicios Y Bienes Sa & Cía,825310008-0,3156966913.0,serviciosybi@hotmail.com,"Carrera 34 #47-75, Barranquilla"
432,Cliente,Grupo Comercial Xyz,952757204-3,3192295227.0,grupocomerci@empresa.co,"Diagonal 23 #63-89, Ibagué"
433,Cliente,Importadora Del Valle & Cía,810031860-9,3142316632.0,importadorad@gmail.com,"Avenida 45 #56-54, Bogotá"
434,Proveedor,Mercantil Del Sur Corp,970157773-6,3006113416.0,mercantildel@yahoo.com,"Calle 41 #70-73, Cali"
435,Proveedor,Mercantil Del Sur Sas,980827582-6,3159467953.0,mercantildel@gmail.com,"Carrera 56 #38-51, Cali"
436,Proveedor,Corporación Integral & Cía,947143540-6,3122427388.0,corporacióni@outlook.com,"Transversal 56 #90-17, Cali"
437,Cliente,Logística Express Ltda,975086606-9,3119795418.0,logísticaexp@hotmail.com,"Carrera 10 #35-56, Pereira"
438,Proveedor,Nexo Comercial,980320861-6,3147128174.0,nexocomercia@empresa.co,"Carrera 42 #45-77, Medellín"
439,Proveedor,Techsupply Sas Sa,967284186-2,3151752920.0,techsupplysa@hotmail.com,"Carrera 88 #48-20, Bogotá"
440,Proveedor,Mercantil Del Sur & Cía,877224878-0,3132866934.0,mercantildel@empresa.co,"Diagonal 61 #3-43, Barranquilla"
441,Cliente,Logística Express Sas,947317392-7,3173371416.0,logísticaexp@gmail.com,Sin dirección
